"job_id","task_id","indice_modelo","cores_modelo","modelo","archivo_wis","archivo_errores","skipped","duracion_seg","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"126010","5",5,4,"D3-M1","calculo_WIS/WIS_phi_train_quantileD3-M1.RData","calculo_WIS/errores_train_quantileD3-M1.RData",FALSE,354.43617105484,1.8,436.5
